15:59:59	104.36 	100
15:59:59	104.39 	100
15:59:59	104.42 	100
15:59:59	104.405 	100
15:59:59	104.39 	226
15:59:59	104.38 	200
15:59:59	104.42 	100
15:59:58	104.48 	200
15:59:58	104.45 	200
15:59:58	104.46 	123
15:59:56	104.4599 	250
15:59:55	104.44 	100
15:59:55	104.45 	100
15:59:54	104.42 	200
15:59:54	104.45 	200
15:59:54	104.44 	200
15:59:53	104.42 	100
15:59:52	104.44 	100
15:59:50	104.47 	100
15:59:49	104.47 	100
15:59:49	104.46 	100
15:59:49	104.44 	100
15:59:48	104.4483 	200
15:59:48	104.46 	100
15:59:48	104.46 	100
15:59:48	104.44 	100
15:59:46	104.46 	100
15:59:46	104.45 	100
15:59:45	104.45 	100
15:59:44	104.42 	100
15:59:44	104.49 	300
15:59:43	104.489 	1179
15:59:43	104.489 	300
15:59:42	104.42 	300
15:59:42	104.495 	100
15:59:42	104.49 	100
15:59:42	104.49 	200
15:59:42	104.50 	100
15:59:40	104.50 	100
15:59:38	104.49 	100
15:59:38	104.42 	100
15:59:38	104.42 	100
15:59:38	104.49 	100
15:59:37	104.4929 	450
15:59:34	104.50 	100
15:59:34	104.51 	100
15:59:33	104.5049 	127
15:59:32	104.50 	100
15:59:31	104.49 	100
15:59:30	104.48 	100
15:59:30	104.48 	100
15:59:30	104.48 	200
15:59:30	104.495 	100
15:59:30	104.50 	100
15:59:30	104.49 	255
15:59:30	104.495 	100
15:59:30	104.495 	100
15:59:29	104.4999 	125
15:59:29	104.49 	100
15:59:29	104.48 	100
15:59:29	104.4801 	100
15:59:24	104.42 	100
15:59:24	104.42 	500
15:59:24	104.42 	100
15:59:24	104.49 	100
15:59:24	104.49 	100
15:59:20	104.48 	100
15:59:19	104.425 	100
15:59:19	104.475 	100
15:59:19	104.475 	100
15:59:18	104.43 	100
15:59:18	104.43 	227
15:59:17	104.46 	200
15:59:17	104.46 	100
15:59:17	104.48 	100
15:59:15	104.46 	100
15:59:15	104.46 	200
15:59:15	104.44 	100
15:59:15	104.48 	100
15:59:15	104.48 	100
